iter	Passed	Remaining
403	6078	8967
404	6089	8946
405	6099	8924
406	6112	8906
407	6122	8883
408	6133	8862
409	6146	8845
410	6161	8829
411	6171	8808
412	6190	8798
413	6206	8784
414	6220	8768
415	6234	8752
416	6245	8731
417	6256	8710
418	6266	8688
419	6276	8667
420	6287	8646
421	6298	8626
422	6308	8605
423	6322	8589
424	6333	8569
425	6343	8547
426	6353	8526
427	6363	8504
428	6374	8484
429	6386	8465
430	6399	8448
431	6411	8429
432	6422	8410
433	6433	8390
434	6444	8370
435	6458	8354
436	6471	8337
437	6486	8322
438	6504	8311
439	6521	8300
440	6540	8290
441	6554	8275
442	6569	8259
443	6586	8247
444	6601	8233
445	6616	8218
446	6628	8199
447	6639	8180
448	6650	8161
449	6661	8142
450	6672	8122
451	6683	8102
452	6696	8085
453	6707	8066
454	6718	8047
455	6729	8028
456	6740	8008
457	6752	7991
458	6762	7971
459	6773	7951
460	6784	7932
461	6795	7913
462	6806	7894
463	6818	7876
464	6829	7858
465	6841	7839
466	6850	7818
467	6860	7799
468	6872	7781
469	6883	7762
470	6893	7742
471	6904	7723
472	6918	7708
473	6930	7691
474	6941	7672
475	6951	7652
476	6964	7636
477	6976	7618
478	6989	7602
479	6999	7583
480	7013	7567
481	7023	7548
482	7036	7532
483	7048	7514
484	7059	7496
485	7069	7476
486	7079	7457
487	7092	7441
488	7104	7424
489	7117	7408
490	7130	7392
491	7141	7373
492	7152	7355
493	7163	7337
494	7176	7321
495	7187	7303
496	7197	7284
497	7210	7268
498	7222	7251
499	7232	7232
500	7242	7213
501	7252	7195
502	7264	7177
503	7274	7159
504	7284	7139
505	7295	7122
506	7306	7104
507	7316	7086
508	7325	7066
509	7336	7048
510	7347	7031
511	7357	7012
512	7371	6998
513	7381	6979
514	7391	6960
515	7401	6942
516	7413	6926
517	7425	6909
518	7436	6891
519	7447	6874
520	7458	6857
521	7469	6840
522	7480	6822
523	7492	6806
524	7502	6788
525	7517	6774
526	7527	6756
527	7539	6739
528	7550	6722
529	7561	6705
530	7571	6687
531	7581	6669
532	7592	6652
533	7603	6635
534	7615	6619
535	7626	6602
536	7637	6585
537	7647	6567
538	7657	6549
539	7668	6532
540	7678	6514
541	7689	6498
542	7699	6479
543	7712	6464
544	7722	6447
545	7734	6431
546	7744	6413
547	7754	6396
548	7767	6381
549	7778	6364
550	7788	6347
551	7799	6330
552	7810	6313
553	7822	6297
554	7834	6281
555	7844	6264
556	7854	6246
557	7864	6229
558	7874	6212
559	7885	6195
560	7897	6179
561	7906	6162
562	7919	6146
563	7933	6133
564	7946	6117
565	7955	6100
566	7966	6083
567	7978	6068
568	7988	6051
569	7998	6034
570	8008	6016
571	8020	6001
572	8034	5987
573	8044	5970
574	8054	5953
575	8067	5938
576	8078	5922
577	8088	5905
578	8098	5888
579	8108	5871
580	8121	5857
581	8131	5840
582	8142	5823
583	8156	5810
584	8166	5793
585	8176	5776
586	8187	5760
587	8199	5745
588	8209	5728
589	8222	5713
590	8233	5698
591	8245	5682
592	8255	5666
593	8266	5649
594	8277	5634
595	8289	5619
596	8299	5602
597	8308	5585
598	8319	5569
599	8332	5554
600	8341	5538
601	8352	5521
602	8364	5506
603	8375	5491
604	8386	5475
605	8396	5459
606	8408	5444
607	8420	5429
608	8433	5414
609	8447	5400
610	8459	5385
611	8482	5377
612	8494	5362
613	8507	5348
614	8519	5333
615	8528	5316
616	8539	5300
617	8549	5284
618	8560	5268
619	8571	5253
620	8583	5238
621	8597	5224
622	8610	5210
623	8620	5194
624	8631	5178
625	8641	5162
626	8653	5147
627	8664	5132
628	8675	5116
629	8687	5101
630	8697	5086
631	8710	5071
632	8731	5062
633	8741	5046
634	8751	5030
635	8761	5014
636	8770	4998
637	8782	4982
638	8792	4967
639	8802	4951
640	8814	4936
641	8824	4920
642	8834	4905
643	8847	4891
644	8859	4876
645	8871	4861
646	8883	4846
647	8896	4832
648	8915	4821
649	8929	4808
650	8941	4793
651	8953	4778
652	8964	4763
653	8977	4749
654	8989	4735
655	9002	4720
656	9014	4706
657	9027	4691
658	9038	4676
659	9047	4660
660	9057	4645
661	9069	4630
662	9080	4615
663	9091	4600
664	9106	4587
665	9117	4572
666	9130	4558
667	9140	4543
668	9155	4530
669	9168	4515
670	9180	4501
671	9194	4487
672	9206	4473
673	9219	4459
674	9233	4445
675	9243	4430
676	9253	4415
677	9266	4400
678	9277	4386
679	9290	4371
680	9301	4357
681	9311	4341
682	9323	4327
683	9334	4312
684	9345	4297
685	9362	4285
686	9373	4270
687	9382	4254
688	9395	4240
689	9407	4226
690	9416	4210
691	9426	4195
692	9436	4180
693	9445	4164
694	9455	4149
695	9466	4134
696	9474	4118
697	9482	4102
698	9492	4087
699	9504	4073
700	9513	4057
701	9523	4042
702	9532	4027
703	9541	4011
704	9552	3997
705	9563	3982
706	9572	3967
707	9580	3951
708	9589	3935
709	9601	3921
710	9611	3906
711	9621	3891
712	9629	3876
713	9638	3860
714	9650	3846
715	9660	3831
716	9668	3816
717	9677	3800
718	9688	3786
719	9698	3771
720	9710	3757
721	9721	3743
722	9733	3729
723	9742	3714
724	9757	3701
725	9776	3689
726	9800	3680
727	9808	3664
728	9818	3649
729	9828	3635
730	9838	3620
731	9846	3605
732	9855	3589
733	9864	3574
734	9875	3560
735	9886	3546
736	9898	3532
737	9908	3517
738	9919	3503
739	9931	3489
740	9940	3474
741	9948	3459
742	9960	3445
743	9973	3431
744	9982	3416
745	9993	3402
746	10002	3387
747	10011	3372
748	10022	3358
749	10032	3344
750	10040	3328
751	10049	3314
752	10060	3300
753	10072	3286
754	10080	3271
755	10090	3256
756	10098	3241
757	10108	3227
758	10119	3213
759	10129	3198
760	10138	3183
761	10146	3169
762	10156	3154
763	10167	3140
764	10175	3125
765	10188	3112
766	10199	3098
767	10213	3085
768	10224	3071
769	10237	3058
770	10248	3043
771	10259	3029
772	10268	3015
773	10277	3001
774	10286	2986
775	10295	2971
776	10309	2958
777	10320	2944
778	10329	2930
779	10337	2915
780	10347	2901
781	10357	2887
782	10366	2872
783	10376	2858
784	10384	2844
785	10392	2829
786	10400	2815
787	10413	2801
788	10422	2787
789	10431	2772
790	10441	2758
791	10451	2744
792	10461	2730
793	10470	2716
794	10480	2702
795	10489	2688
796	10500	2674
797	10510	2660
798	10520	2646
799	10528	2632
800	10538	2618
801	10548	2604
802	10557	2589
803	10565	2575
804	10577	2562
805	10585	2547
806	10595	2534
807	10606	2520
808	10617	2506
809	10628	2493
810	10638	2479
811	10650	2465
812	10661	2452
813	10671	2438
814	10679	2424
815	10688	2410
816	10697	2396
817	10709	2382
818	10724	2370
819	10735	2356
820	10746	2342
821	10756	2329
822	10769	2316
823	10777	2302
824	10788	2288
825	10799	2274
826	10809	2261
827	10822	2248
828	10834	2234
829	10845	2221
830	10855	2207
831	10865	2193
832	10874	2180
833	10882	2166
834	10892	2152
835	10904	2139
836	10914	2125
837	10926	2112
838	10936	2098
839	10947	2085
840	10956	2071
841	10965	2057
842	10973	2043
843	10983	2030
844	10995	2016
845	11005	2003
846	11015	1989
847	11027	1976
848	11040	1963
849	11052	1950
850	11062	1936
851	11071	1923
852	11092	1911
853	11106	1898
854	11118	1885
855	11128	1872
856	11137	1858
857	11146	1844
858	11159	1831
859	11170	1818
860	11179	1804
861	11188	1791
862	11202	1778
863	11214	1765
864	11223	1751
865	11234	1738
866	11245	1725
867	11257	1712
868	11267	1698
869	11276	1685
870	11284	1671
871	11294	1657
872	11305	1644
873	11316	1631
874	11326	1618
875	11337	1604
876	11347	1591
877	11358	1578
878	11367	1564
879	11376	1551
880	11384	1537
881	11395	1524
882	11406	1511
883	11420	1498
884	11432	1485
885	11441	1472
886	11452	1458
887	11462	1445
888	11471	1432
889	11479	1418
890	11491	1405
891	11500	1392
892	11512	1379
893	11520	1365
894	11531	1352
895	11542	1339
896	11552	1326
897	11562	1313
898	11570	1299
899	11579	1286
900	11588	1273
901	11599	1260
902	11609	1247
903	11620	1234
904	11629	1220
905	11638	1207
906	11653	1194
907	11665	1181
908	11675	1168
909	11687	1155
910	11698	1142
911	11711	1130
912	11722	1117
913	11730	1103
914	11744	1090
915	11755	1078
916	11764	1064
917	11772	1051
918	11783	1038
919	11794	1025
920	11803	1012
921	11815	999
922	11824	986
923	11834	973
924	11843	960
925	11852	947
926	11860	934
927	11869	920
928	11880	907
929	11890	894
930	11898	881
931	11906	868
932	11915	855
933	11925	842
934	11936	829
935	11947	816
936	11956	803
937	11964	790
938	11975	777
939	11985	765
940	11994	752
941	12002	739
942	12014	726
943	12023	713
944	12034	700
945	12044	687
946	12053	674
947	12061	661
948	12070	648
949	12080	635
950	12089	622
951	12097	609
952	12107	597
953	12118	584
954	12130	571
955	12141	558
956	12151	545
957	12160	533
958	12170	520
959	12180	507
960	12190	494
961	12201	481
962	12212	469
963	12225	456
964	12236	443
965	12245	431
966	12255	418
967	12264	405
968	12276	392
969	12286	379
970	12295	367
971	12305	354
972	12314	341
973	12326	329
974	12336	316
975	12345	303
976	12353	290
977	12365	278
978	12389	265
979	12403	253
980	12415	240
981	12425	227
982	12438	215
983	12450	202
984	12459	189
985	12470	177
986	12481	164
987	12490	151
988	12500	139
989	12513	126
990	12522	113
991	12533	101
992	12543	88
993	12552	75
994	12561	63
995	12571	50
996	12580	37
997	12592	25
998	12604	12
999	12618	0
